id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
52497750,https://www.airbnb.com/rooms/52497750,20241228025327,2024-12-28,city scrape,Sunny & Modern By Kendall Square!,"Please send an inquiry before requesting to book as availability can change on short notice.  Sun-filled, newly renovated top floor two bedroom (2 people total) in a fantastic location within steps to Kendall SQ and the Charles River/Boston.  The available room features a memory foam mattress (firm) dresser, decent sized closed and two nights with shelving.  Additional details include a private balcony, hardwood floors throughout, a fully equipped/modern kitchen and free (shared) use of a W/D.","Steps to Kendall Square and numerous cafes, shops and restaurants.",https://a0.muscache.com/pictures/f92ba4a6-dd8d-4a85-830f-d411badf661b.jpg,23983523,https://www.airbnb.com/users/show/23983523,Aaron,2014-11-20,"Cambridge, MA",Laid-back friendly professional who loves to travel and prefers to be outside more than inside.  Boston resident for a number of years and know the city well.,within a few hours,75%,56%,f,https://a0.muscache.com/im/pictures/user/c9ff000c-d672-4c15-91e8-220ce4cecce1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c9ff000c-d672-4c15-91e8-220ce4cecce1.jpg?aki_policy=profile_x_medium,East Cambridge,1,8,"['email', 'phone']",t,t,Neighborhood highlights,East Cambridge,,42.36906,-71.0816,Private room in rental unit,Private room,1,1.0,1 shared bath,1,,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Free washer \u2013 In building"", ""Heating"", ""Bathtub"", ""Body soap"", ""Smoke alarm"", ""Hot water"", ""Refrigerator"", ""Free dryer \u2013 In building"", ""Hangers"", ""Dishes and silverware"", ""Private living room"", ""Shampoo"", ""Lock on bedroom door"", ""City skyline view"", ""Cooking basics"", ""Clothing storage"", ""TV"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$56.00,30,180,30,30,180,180,30.0,180.0,,t,10,24,54,144,2024-12-28,1,0,0,2022-08-01,2022-08-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.03
52501886,https://www.airbnb.com/rooms/52501886,20241228025327,2024-12-28,city scrape,"Blueground | E Cambridge, nr mit & kendall sq","Feel at home wherever you choose to live with Blueground. You’ll love this sophisticated East Cambridge furnished three bedroom apartment with its modern decor, fully equipped kitchen, and stylish living room with great views. Ideally located, you’re close to all the best that Cambridge has to offer! (ID #BOS454)","This furnished rental is located in East Cambridge, a European-style neighborhood in Boston, that a diverse group of families and professionals call home. Being just a few T stops away from downtown, it is a prime location to live. With MIT and Kendall Square bordering the neighborhood as well as the exciting new Northpoint area, it represents the best of Boston and Cambridge. Be it through the local art scene, university presence, exciting employment centers, new high rises or access to the Charles River, this neighborhood has it all. This intellectual hotspot is also known for promoting ‘green living’ and this is one of the reasons why Charles River is one of America's cleanest urban rivers.",https://a0.muscache.com/pictures/prohost-api/Hosting-52501886/original/47d94a55-1101-4b09-860d-2a7975efa565.jpeg,107434423,https://www.airbnb.com/users/show/107434423,Blueground,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_x_medium,Cambridge,4875,5131,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Wellington-Harrington,,42.37053,-71.08995,Entire rental unit,Entire home/apt,6,2.0,2 baths,3,3,"[""Essentials"", ""Wifi"", ""Self check-in"", ""Bed linens"", ""Lockbox"", ""Carbon monoxide alarm"", ""High chair"", ""Heating"", ""Bathtub"", ""Pets allowed"", ""Washer \u2013\u00a0In unit"", ""Smoke alarm"", ""Dryer \u2013\u00a0In unit"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Hangers"", ""Crib"", ""Coffee maker"", ""Private entrance"", ""Shampoo"", ""Dishwasher"", ""Long term stays allowed"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""TV"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$187.00,32,1125,31,337,1125,1125,37.8,1125.0,,t,2,2,30,305,2024-12-28,0,0,0,,,,,,,,,,,f,165,165,0,0,
52564040,https://www.airbnb.com/rooms/52564040,20241228025327,2024-12-28,previous scrape,"Blueground | E Cambridge, laundry & gym","Feel at home wherever you choose to live with Blueground. You’ll love this stylish East Cambridge furnished one bedroom apartment with its modern decor, fully equipped kitchen, and beautiful living room with great views. Ideally located, you’re close to all the best that Cambridge has to offer! (ID #BOS461)","This furnished rental is located in East Cambridge, a European-style neighborhood in Boston, that a diverse group of families and professionals call home. Being just a few T stops away from downtown, it is a prime location to live. With MIT and Kendall Square bordering the neighborhood as well as the exciting new Northpoint area, it represents the best of Boston and Cambridge. Be it through the local art scene, university presence, exciting employment centers, new high rises or access to the Charles River, this neighborhood has it all. This intellectual hotspot is also known for promoting ‘green living’ and this is one of the reasons why Charles River is one of America's cleanest urban rivers.",https://a0.muscache.com/pictures/prohost-api/Hosting-52564040/original/00ce010d-8408-465d-9cc4-0ecf3f8ee78b.jpeg,107434423,https://www.airbnb.com/users/show/107434423,Blueground,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_x_medium,Cambridge,4875,5131,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,East Cambridge,,42.373028,-71.0785923,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Paid parking on premises"", ""Essentials"", ""Self check-in"", ""Elevator"", ""Bed linens"", ""Lockbox"", ""Carbon monoxide alarm"", ""High chair"", ""Heating"", ""Bathtub"", ""Pets allowed"", ""Washer \u2013\u00a0In unit"", ""Smoke alarm"", ""Dryer \u2013\u00a0In unit"", ""Gym"", ""Fast wifi \u2013 223 Mbps"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Hangers"", ""Crib"", ""Coffee maker"", ""Private entrance"", ""Shampoo"", ""Dishwasher"", ""Long term stays allowed"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""TV"", ""Iron"", ""Hair dryer"", ""Kitchen""]",,32,1125,31,334,1125,1125,40.9,1125.0,,t,0,0,15,290,2024-12-28,0,0,0,,,,,,,,,,,t,165,165,0,0,
52795995,https://www.airbnb.com/rooms/52795995,20241228025327,2024-12-28,previous scrape,Newly renovated 3bed/2ba apt Davis/Harvard/Porter,"Newly renovated modern 3 bed, 2 bath, spacious & sunny entire apartment in the heart of Cambridge, 10 min drive to Boston. Great location with walking distance to Davis & Porter Sq (8 min walk), Harvard Sq (25 min walk). Close to MIT, Harvard, Lesley, and Tufts. Close to public transportations, red line, commuter rail (North station), bus stops (3 min), direct line to Downtown Boston. Restaurants, cafes, bars, theaters, grocery stores & shops. Tennis court, bicycle trail, parks, Fresh Pond Lake.",,https://a0.muscache.com/pictures/cd44089e-67dc-4c91-9cc4-b723fc0ceba0.jpg,25221790,https://www.airbnb.com/users/show/25221790,Jean,2014-12-26,"Cambridge, MA","Hi, Gayane & Jean Marc Nelson welcome you in Cambridge!",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/16d064eb-0ab3-47c0-a383-a0f4a7d28cab.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/16d064eb-0ab3-47c0-a383-a0f4a7d28cab.jpg?aki_policy=profile_x_medium,Neighborhood Nine,1,2,"['email', 'phone']",t,f,,Neighborhood Nine,,42.38985,-71.12912,Entire rental unit,Entire home/apt,6,,2 baths,3,,"[""Essentials"", ""Wifi"", ""Self check-in"", ""Bed linens"", ""Freezer"", ""Conditioner"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""BBQ grill: gas"", ""Cleaning products"", ""Outdoor dining area"", ""Single level home"", ""Body soap"", ""Stainless steel oven"", ""Shower gel"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Wine glasses"", ""Smoke alarm"", ""Keypad"", ""Safe"", ""First aid kit"", ""Luggage dropoff allowed"", ""50 inch HDTV with Roku"", ""Hot water"", ""Refrigerator"", ""Clothing storage: closet"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Central heating"", ""Dishes and silverware"", ""Blender"", ""Barbecue utensils"", ""Shampoo"", ""Private entrance"", ""Dishwasher"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Long term stays allowed"", ""Cooking basics"", ""Microwave"", ""Stainless steel gas stove"", ""Paid washer \u2013 In building"", ""Trash compactor"", ""Private backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Fire extinguisher"", ""Iron"", ""Hair dryer"", ""Kitchen""]",,2,29,2,2,29,29,2.0,29.0,,t,6,36,66,66,2024-12-28,98,27,0,2021-10-17,2024-11-17,4.93,4.97,4.96,4.97,4.98,4.93,4.77,148427,f,1,1,0,0,2.51
52853061,https://www.airbnb.com/rooms/52853061,20241228025327,2024-12-28,city scrape,3 BDR APT full eat-in kitchen & in-unit laundry,"You’ll love this spacious three-bedroom apartment with its modern decor, fully equipped kitchen, quality mattresses and roomy living room. Ideally located, you’re close to all the best that Cambridge has to offer! One block from Central Square T, coffee shops, H-mart, Target and more.<br /><br />Listing says minimum of 91 days but 30+ days will be accepted please ask.",We are steps away from central square and a 15 minute walk to Harvard or MIT.,https://a0.muscache.com/pictures/77792e88-bc4f-482d-b5f4-a3ccb9da8788.jpg,145655051,https://www.airbnb.com/users/show/145655051,Karen,2017-08-12,"Cambridge, MA","A long time resident of Cambridge, I love living in this culturally diverse city right between some of the best educational institutions in the world.  Everything is a short t or walk away.  Originally from Toronto, Canada I love to travel and have enjoyed the Airbnb experience in other countries.  I am excited to now be a host and share our home with others coming to experience Cambridge. ",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/1d0db54c-3b8c-4e32-bda8-93d3781efa23.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1d0db54c-3b8c-4e32-bda8-93d3781efa23.jpg?aki_policy=profile_x_medium,Cambridge,4,4,"['email', 'phone']",t,t,Neighborhood highlights,Cambridgeport,,42.36428,-71.10219,Entire rental unit,Entire home/apt,3,1.0,1 bath,3,3,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Freezer"", ""Carbon monoxide alarm"", ""Heating"", ""Dryer"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""Hot water"", ""Refrigerator"", ""HDTV with Amazon Prime Video"", ""Dedicated workspace"", ""Room-darkening shades"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Dishwasher"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Long term stays allowed"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""Trash compactor"", ""Fire extinguisher"", ""Washer"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$179.00,91,180,91,91,180,180,91.0,180.0,,t,0,0,0,231,2024-12-28,1,0,0,2023-06-06,2023-06-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,4,4,0,0,0.05
52853281,https://www.airbnb.com/rooms/52853281,20241228025327,2024-12-28,city scrape,"Blueground | E Cambridge, laundry & gym","Show up and start living from day one in Cambridge with this beautiful one bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped East Cambridge home with stunning balcony views over the city. (ID #BOS463)","This furnished rental is located in East Cambridge, a European-style neighborhood in Boston, that a diverse group of families and professionals call home. Being just a few T stops away from downtown, it is a prime location to live. With MIT and Kendall Square bordering the neighborhood as well as the exciting new Northpoint area, it represents the best of Boston and Cambridge. Be it through the local art scene, university presence, exciting employment centers, new high rises or access to the Charles River, this neighborhood has it all. This intellectual hotspot is also known for promoting ‘green living’ and this is one of the reasons why Charles River is one of America's cleanest urban rivers.",https://a0.muscache.com/pictures/prohost-api/Hosting-52853281/original/a8cc0799-9661-47e6-a471-1a3da4ea16bb.jpeg,107434423,https://www.airbnb.com/users/show/107434423,Blueground,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_x_medium,Cambridge,4875,5131,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,East Cambridge,,42.373028,-71.0785923,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Paid parking on premises"", ""Essentials"", ""Wifi"", ""Self check-in"", ""Elevator"", ""Bed linens"", ""Lockbox"", ""Carbon monoxide alarm"", ""High chair"", ""Heating"", ""Bathtub"", ""Pets allowed"", ""Washer \u2013\u00a0In unit"", ""Smoke alarm"", ""Dryer \u2013\u00a0In unit"", ""Gym"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Hangers"", ""Crib"", ""Coffee maker"", ""Private entrance"", ""Shampoo"", ""Patio or balcony"", ""Dishwasher"", ""Long term stays allowed"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""TV"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$148.00,32,1125,31,181,1125,1125,32.9,1125.0,,t,0,14,14,14,2024-12-28,1,0,0,2023-08-16,2023-08-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,165,165,0,0,0.06
52896389,https://www.airbnb.com/rooms/52896389,20241228025327,2024-12-28,city scrape,"Blueground | Cambridge, new development, w/d & gym","Feel at home wherever you choose to live with Blueground. You’ll love this roomy East Cambridge furnished one bedroom apartment with its modern decor, fully equipped kitchen, and exquisite living room with great views. Ideally located, you’re close to all the best that Cambridge has to offer! (ID #BOS486)","This furnished rental is located in East Cambridge, a European-style neighborhood in Boston, that a diverse group of families and professionals call home. Being just a few T stops away from downtown, it is a prime location to live. With MIT and Kendall Square bordering the neighborhood as well as the exciting new Northpoint area, it represents the best of Boston and Cambridge. Be it through the local art scene, university presence, exciting employment centers, new high rises or access to the Charles River, this neighborhood has it all. This intellectual hotspot is also known for promoting ‘green living’ and this is one of the reasons why Charles River is one of America's cleanest urban rivers.",https://a0.muscache.com/pictures/prohost-api/Hosting-52896389/original/8e634218-31a7-4fe6-958b-1a21fd088eba.jpeg,107434423,https://www.airbnb.com/users/show/107434423,Blueground,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_x_medium,Cambridge,4875,5131,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,East Cambridge,,42.37303,-71.07859,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Paid parking on premises"", ""Essentials"", ""Self check-in"", ""Elevator"", ""Bed linens"", ""Lockbox"", ""Carbon monoxide alarm"", ""High chair"", ""Heating"", ""Bathtub"", ""Pets allowed"", ""Washer \u2013\u00a0In unit"", ""Smoke alarm"", ""Dryer \u2013\u00a0In unit"", ""Gym"", ""Fast wifi \u2013 223 Mbps"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Hangers"", ""Crib"", ""Coffee maker"", ""Private entrance"", ""Shampoo"", ""Dishwasher"", ""Long term stays allowed"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""TV"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$114.00,32,1125,31,337,1125,1125,43.8,1125.0,,t,13,29,59,334,2024-12-28,1,1,0,2024-05-20,2024-05-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,165,165,0,0,0.13
52921262,https://www.airbnb.com/rooms/52921262,20241228025327,2024-12-28,previous scrape,Family Queen at Ginkgo House,"Welcome to the Ginkgo House, a Victorian era house built in 1867 with  modern amenities. This is a simply decorated family-style room located on the third floor of the house with private bathroom consist of one queen size bed, two singe beds, a study desk, and a mini fridge. Plenty of lights with three windows and a skylight. Shared common areas include living room, dining room, and kitchen; high speed WiFi.","Central Square is truly the center of everything that's happening in Cambridge. Located right in between Harvard Square and Kendall Square (MIT), it's walking distance to both institutions and all the research centers in the area. I used to bike from Harvard to MIT when I was a student, a very pleasant 15 minute ride. Harvard Street is just two streets north of Massachusetts Avenue, which is the main street that connects these school and also directly leads to downtown. A simple search shows that there're more than twenty 4-Star+ coffee shops and countless 4-Star+ restaurants, you can walk to restaurants, coffee shops, grocery stores, universities, just about everywhere.",https://a0.muscache.com/pictures/06f53abe-1e59-4bf2-8bd0-39828737f2bf.jpg,45011296,https://www.airbnb.com/users/show/45011296,Lance,2015-09-24,"Cambridge, MA","A world traveler trapped inside a body of an entrepreneur who wants to make the world a better place to live. This career path gave me the freedom to control my time and hence I was able to travel internationally at least a few times a year, I've been to over 15 countries across four continents, the pace's just too slow. I love staying at Airbnb to get local tips, make new friends, and as a way for me to enrich my global experience without physically traveling there, I want to become a host as well. Boston is a tourist destination for many reasons, and in Cambridge, I meet many intelligent, fun, and creative people all around the world. I hope to be a host and local guide for those who visiting Cambridge and Boston. 

My No.1 recommendation of a Must-watch movie: ""Good Will Hunting"". If you are coming to Boston/Cambridge, please do watch that movie, it will add some color to your Boston experience. ",within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/User-45011296/original/2a77ba3e-bd39-403a-b70b-bebafb511fef.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-45011296/original/2a77ba3e-bd39-403a-b70b-bebafb511fef.jpeg?aki_policy=profile_x_medium,Mid-Cambridge,10,19,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Mid-Cambridge,,42.36889,-71.10381,Room in boutique hotel,Private room,4,,1 private bath,1,,"[""Essentials"", ""Wifi"", ""Self check-in"", ""Window AC unit"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Heating"", ""Stove"", ""Smoke alarm"", ""Keypad"", ""First aid kit"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Paid parking off premises"", ""Dishes and silverware"", ""Shampoo"", ""Dishwasher"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Cooking basics"", ""Microwave"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Backyard"", ""Iron"", ""Hair dryer"", ""Kitchen""]",,2,30,1,2,1125,1125,1.4,1125.0,,t,30,60,90,90,2024-12-28,10,6,0,2021-11-07,2024-08-18,5.0,5.0,5.0,5.0,5.0,5.0,4.7,,t,10,0,10,0,0.26
53001324,https://www.airbnb.com/rooms/53001324,20241228025327,2024-12-28,city scrape,Functional Private Room #751 B,"This 139 square footage room on Boston's Inman Square is a clean, <br />   spacious and glossy room in a 4-bedroom apartment which is currently <br />   unfurnished, but it can be furnished for an additional fee.",,https://a0.muscache.com/pictures/prohost-api/Hosting-53001324/original/31a154d4-ee10-4da9-a408-bb750f1183da.jpeg,297860058,https://www.airbnb.com/users/show/297860058,Sophia,2019-09-25,,"Ready, set, rent! Discover a rental experience customized to your exact needs: choose to rent furnished or unfurnished, with roommates or alone, and for one month or longer - we’re flexible. With June, you can find your next apartment quickly and affordably, bypassing hidden costs and broker fees. Once you’re a resident, we’re there to ensure your rental experience is as easy and simple as possible. Enjoy access to 24-hour support, household essentials delivered, and monthly cleanings if you’re in a shared home. Welcome to the easiest rental experience of your life.",within a few hours,100%,95%,f,https://a0.muscache.com/im/pictures/user/User-297860058/original/b7f7c560-7033-4480-9dee-fa05a5ee4205.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-297860058/original/b7f7c560-7033-4480-9dee-fa05a5ee4205.png?aki_policy=profile_x_medium,Fenway/Kenmore,174,1580,"['email', 'phone']",t,t,,The Port,,42.370662942507025,-71.09818945654789,Private room in rental unit,Private room,1,0.0,0 shared baths,1,1,"[""Heating"", ""Central air conditioning"", ""Wifi"", ""Microwave"", ""Cooking basics"", ""Hot water"", ""Self check-in"", ""Oven"", ""Smoke alarm"", ""TV"", ""Lockbox"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Dishwasher""]",$59.00,91,106,91,91,106,106,91.0,106.0,,t,28,58,88,363,2024-12-28,0,0,0,,,,,,,,,,,t,16,0,16,0,
53001477,https://www.airbnb.com/rooms/53001477,20241228025327,2024-12-28,city scrape,Classic Private Room #751 A,"This 166 square footage room on Boston's Inman Square is a clean, <br />   spacious and pretty room in a 4-bedroom apartment which is currently <br />   furnished, but it can be unfurnished for an additional fee.",,https://a0.muscache.com/pictures/prohost-api/Hosting-53001477/original/3e012239-76aa-42f8-b228-2c54da52aaf7.jpeg,297860058,https://www.airbnb.com/users/show/297860058,Sophia,2019-09-25,,"Ready, set, rent! Discover a rental experience customized to your exact needs: choose to rent furnished or unfurnished, with roommates or alone, and for one month or longer - we’re flexible. With June, you can find your next apartment quickly and affordably, bypassing hidden costs and broker fees. Once you’re a resident, we’re there to ensure your rental experience is as easy and simple as possible. Enjoy access to 24-hour support, household essentials delivered, and monthly cleanings if you’re in a shared home. Welcome to the easiest rental experience of your life.",within a few hours,100%,95%,f,https://a0.muscache.com/im/pictures/user/User-297860058/original/b7f7c560-7033-4480-9dee-fa05a5ee4205.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-297860058/original/b7f7c560-7033-4480-9dee-fa05a5ee4205.png?aki_policy=profile_x_medium,Fenway/Kenmore,174,1580,"['email', 'phone']",t,t,,Wellington-Harrington,,42.3728095232818,-71.09875088051434,Private room in rental unit,Private room,1,0.0,0 shared baths,4,1,"[""Heating"", ""Wifi"", ""Cooking basics"", ""Microwave"", ""Self check-in"", ""Hot water"", ""Air conditioning"", ""Oven"", ""Smoke alarm"", ""TV"", ""Lockbox"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Dishwasher""]",$64.00,91,180,91,91,180,180,91.0,180.0,,t,0,0,0,237,2024-12-28,0,0,0,,,,,,,,,,,f,16,0,16,0,
